CountyName,CountySeatName,StateName
Logan County,Booneville & Paris,Arkansas
Logan County,Sterling,Colorado
Logan County,Lincoln,Illinois
Logan County,Oakley,Kansas
Logan County,Russellville,Kentucky
Logan County,Stapleton,Nebraska
Logan County,Napoleon,North Dakota
Logan County,Bellefontaine,Ohio
Logan County,Guthrie,Oklahoma
Logan County,Logan,West Virginia
Long County,Ludowici,Georgia
Lonoke County,Lonoke,Arkansas
Lorain County,Elyria,Ohio
Los Alamos County,Los Alamos,New Mexico
Los Angeles County,Los Angeles,California
Loudon County,Loudon,Tennessee
Loudoun County,Leesburg,Virginia
Louisa County,Wapello,Iowa
Louisa County,Louisa,Virginia
Loup County,Taylor,Nebraska
Love County,Marietta,Oklahoma
Loving County,Mentone,Texas
Lowndes County,Hayneville,Alabama
Lowndes County,Valdosta,Georgia
Lowndes County,Columbus,Mississippi
Lubbock County,Lubbock,Texas
Lucas County,Chariton,Iowa
Lucas County,Toledo,Ohio
Luce County,Newberry,Michigan
Lumpkin County,Dahlonega,Georgia
Luna County,Deming,New Mexico
Lunenburg County,Lunenburg,Virginia
Luzerne County,Wilkes-Barre,Pennsylvania
Lycoming County,Williamsport,Pennsylvania
Lyman County,Kennebec,South Dakota
Lynn County,Tahoka,Texas
Lyon County,Rock Rapids,Iowa
Lyon County,Emporia,Kansas
Lyon County,Eddyville,Kentucky
Lyon County,Marshall,Minnesota
Lyon County,Yerington,Nevada
Mackinac County,St. Ignace,Michigan
Macomb County,Mt. Clemens,Michigan
Macon County,Tuskegee,Alabama
Macon County,Oglethorpe,Georgia
Macon County,Decatur,Illinois
Macon County,Macon,Missouri
Macon County,Lafayette,Tennessee
Macoupin County,Carlinville,Illinois
Madera County,Madera,California
Madison County,Huntsville,Alabama
Madison County,Huntsville,Arkansas
Madison County,Madison,Florida
Madison County,Danielsville,Georgia
Madison County,Rexburg,Idaho
Madison County,Edwardsville,Illinois
Madison County,Anderson,Indiana
Madison County,Winterset,Iowa
Madison County,Richmond,Kentucky
Madison County,Canton,Mississippi
Madison County,Fredericktown,Missouri
Madison County,Virginia City,Montana
Madison County,Madison,Nebraska
Madison County,Wampsville,New York
Madison County,London,Ohio
Madison County,Jackson,Tennessee
Madison County,Madisonville,Texas
Madison County,Madison,Virginia
Madison Parish,Tallulah,Louisiana
Magoffin County,Salyersville,Kentucky
Mahaska County,Oskaloosa,Iowa
Mahnomen County,Mahnomen,Minnesota
Mahoning County,Youngstown,Ohio
Major County,Fairview,Oklahoma
Malheur County,Vale,Oregon
Manatee County,Bradenton,Florida
Manistee County,Manistee,Michigan
Manitowoc County,Manitowoc,Wisconsin
Marathon County,Wausau,Wisconsin
Marengo County,Linden,Alabama
Maricopa County,Phoenix,Arizona
Maries County,Vienna,Missouri
Marin County,San Rafael,California
Marinette County,Marinette,Wisconsin
Marion County,Hamilton,Alabama
Marion County,Yellville,Arkansas
Marion County,Ocala,Florida
Marion County,Buena Vista,Georgia
Marion County,Salem,Illinois
Marion County,Indianapolis,Indiana
Marion County,Knoxville,Iowa
Marion County,Marion,Kansas
Marion County,Lebanon,Kentucky
Marion County,Columbia,Mississippi
Marion County,Palmyra,Missouri
Marion County,Marion,Ohio
Marion County,Salem,Oregon
Marion County,Marion,South Carolina
Marion County,Jasper,Tennessee
Marion County,Jefferson,Texas
Marion County,Fairmont,West Virginia
Mariposa County,Mariposa,California
Marlboro County,Bennettsville,South Carolina
Marquette County,Marquette,Michigan
Marquette County,Montello,Wisconsin
Marshall County,Guntersville,Alabama
Marshall County,Lacon,Illinois
Marshall County,Plymouth,Indiana
Marshall County,Marshalltown,Iowa
Marshall County,Marysville,Kansas
Marshall County,Benton,Kentucky
Marshall County,Warren,Minnesota
Marshall County,Holly Springs,Mississippi
Marshall County,Madill,Oklahoma
Marshall County,Britton,South Dakota
Marshall County,Lewisburg,Tennessee
Marshall County,Moundsville,West Virginia
Martin County,Stuart,Florida
Martin County,Shoals,Indiana
Martin County,Inez,Kentucky
Martin County,Fairmont,Minnesota
Martin County,Stanton,Texas
Mason County,Havana,Illinois
Mason County,Maysville,Kentucky
Mason County,Ludington,Michigan
Mason County,Mason,Texas
Mason County,Shelton,Washington
Mason County,Point Pleasant,West Virginia
Massac County,Metropolis,Illinois
Matagorda County,Bay City,Texas
Mathews County,Mathews,Virginia
Maury County,Columbia,Tennessee
Maverick County,Eagle Pass,Texas
Mayes County,Pryor,Oklahoma
McClain County,Purcell,Oklahoma
McCone County,Circle,Montana
McCook County,Salem,South Dakota
McCormick County,McCormick,South Carolina
McCracken County,Paducah,Kentucky
McCreary County,Whitley City,Kentucky
McCulloch County,Brady,Texas
McCurtain County,Idabel,Oklahoma
McDonald County,Pineville,Missouri
McDonough County,Macomb,Illinois
McDowell County,Welch,West Virginia
McDuffie County,Thomson,Georgia
McHenry County,Woodstock,Illinois
McHenry County,Towner,North Dakota
McIntosh County,Darien,Georgia
McIntosh County,Ashley,North Dakota
McIntosh County,Eufaula,Oklahoma
McKean County,Smethport,Pennsylvania
McKenzie County,Watford City,North Dakota
McKinley County,Gallup,New Mexico
McLean County,Bloomington,Illinois
McLean County,Calhoun,Kentucky
McLean County,Washburn,North Dakota
McLennan County,Waco,Texas
McLeod County,Glencoe,Minnesota
McMinn County,Athens,Tennessee
McMullen County,Tilden,Texas
McNairy County,Selmer,Tennessee
McPherson County,McPherson,Kansas
McPherson County,Tryon,Nebraska
McPherson County,Leola,South Dakota
Meade County,Meade,Kansas
Meade County,Brandenburg,Kentucky
Meade County,Sturgis,South Dakota
Meagher County,White Sulphur Springs,Montana
Mecklenburg County,Boydton,Virginia
Mecosta County,Big Rapids,Michigan
Medina County,Medina,Ohio
Medina County,Hondo,Texas
Meeker County,Litchfield,Minnesota
Meigs County,Pomeroy,Ohio
Meigs County,Decatur,Tennessee
Mellette County,White River,South Dakota
Menard County,Petersburg,Illinois
Menard County,Menard,Texas
Mendocino County,Ukiah,California
Menifee County,Frenchburg,Kentucky
Menominee County,Menominee,Michigan
Menominee County,Keshena,Wisconsin
Merced County,Merced,California
Mercer County,Aledo,Illinois
Mercer County,Harrodsburg,Kentucky
Mercer County,Princeton,Missouri
Mercer County,Trenton,New Jersey
Mercer County,Stanton,North Dakota
Mercer County,Celina,Ohio
Mercer County,Mercer,Pennsylvania
Mercer County,Princeton,West Virginia
Meriwether County,Greenville,Georgia
Merrick County,Central City,Nebraska
Mesa County,Grand Junction,Colorado
Metcalfe County,Edmonton,Kentucky
Miami County,Peru,Indiana
Miami County,Paola,Kansas
Miami County,Troy,Ohio
Miami-Dade County,Miami,Florida
Middlesex County,Middletown,Connecticut
Middlesex County,Cambridge & Lowell,Massachusetts
Middlesex County,New Brunswick,New Jersey
Middlesex County,Saluda,Virginia
Midland County,Midland,Michigan
Midland County,Midland,Texas
Mifflin County,Lewistown,Pennsylvania
Milam County,Cameron,Texas
Millard County,Fillmore,Utah
Mille Lacs County,Milaca,Minnesota
Miller County,Texarkana,Arkansas
Miller County,Colquitt,Georgia
Miller County,Tuscumbia,Missouri
Mills County,Glenwood,Iowa
Mills County,Goldthwaite,Texas
Milwaukee County,Milwaukee,Wisconsin
Miner County,Howard,South Dakota
Mineral County,Creede,Colorado
Mineral County,Superior,Montana
Mineral County,Hawthorne,Nevada
Mineral County,Keyser,West Virginia
Mingo County,Williamson,West Virginia
Minidoka County,Rupert,Idaho
Minnehaha County,Sioux Falls,South Dakota
Missaukee County,Lake City,Michigan
Mississippi County,Blytheville & Osceola,Arkansas
Mississippi County,Charleston,Missouri
Missoula County,Missoula,Montana
Mitchell County,Camilla,Georgia
Mitchell County,Osage,Iowa
Mitchell County,Beloit,Kansas
Mitchell County,Colorado City,Texas
Mobile County,Mobile,Alabama
Modoc County,Alturas,California
Moffat County,Craig,Colorado
Mohave County,Kingman,Arizona
Moniteau County,California,Missouri
Monmouth County,Freehold Borough,New Jersey
Mono County,Bridgeport,California
Monona County,Onawa,Iowa
Monongalia County,Morgantown,West Virginia
Monroe County,Monroeville,Alabama
Monroe County,Clarendon,Arkansas
Monroe County,Key West,Florida
Monroe County,Forsyth,Georgia
Monroe County,Waterloo,Illinois
Monroe County,Bloomington,Indiana
Monroe County,Albia,Iowa
Monroe County,Tompkinsville,Kentucky
Monroe County,Monroe,Michigan
Monroe County,Aberdeen,Mississippi
Monroe County,Paris,Missouri
Monroe County,Rochester,New York
Monroe County,Woodsfield,Ohio
Monroe County,Stroudsburg,Pennsylvania
Monroe County,Madisonville,Tennessee
Monroe County,Union,West Virginia
Monroe County,Sparta,Wisconsin
Montague County,Montague,Texas
Montcalm County,Stanton,Michigan
Monterey County,Salinas,California
Montezuma County,Cortez,Colorado
Montgomery County,Montgomery,Alabama
Montgomery County,Mount Ida,Arkansas
Montgomery County,Mount Vernon,Georgia
Montgomery County,Hillsboro,Illinois
Montgomery County,Crawfordsville,Indiana
Montgomery County,Red Oak,Iowa
Montgomery County,Independence,Kansas
Montgomery County,Mount Sterling,Kentucky
Montgomery County,Rockville,Maryland
Montgomery County,Winona,Mississippi
Montgomery County,Montgomery City,Missouri
Montgomery County,Fonda,New York
Montgomery County,Troy,North Carolina
Montgomery County,Dayton,Ohio
Montgomery County,Norristown,Pennsylvania
Montgomery County,Clarksville,Tennessee
Montgomery County,Conroe,Texas
Montgomery County,Christiansburg,Virginia
Montmorency County,Atlanta,Michigan
Montour County,Danville,Pennsylvania
Montrose County,Montrose,Colorado
Moody County,Flandreau,South Dakota
Moore County,Carthage,North Carolina
Moore County,Lynchburg,Tennessee
Moore County,Dumas,Texas
Mora County,Mora,New Mexico
Morehouse Parish,Bastrop,Louisiana
Morgan County,Decatur,Alabama
Morgan County,Fort Morgan,Colorado
Morgan County,Madison,Georgia
Morgan County,Jacksonville,Illinois
Morgan County,Martinsville,Indiana
Morgan County,West Liberty,Kentucky
Morgan County,Versailles,Missouri
Morgan County,McConnelsville,Ohio
Morgan County,Wartburg,Tennessee
Morgan County,Morgan,Utah
Morgan County,Berkeley Springs,West Virginia
Morrill County,Bridgeport,Nebraska
Morris County,Council Grove,Kansas
Morris County,Morristown,New Jersey
Morris County,Daingerfield,Texas
Morrison County,Little Falls,Minnesota
Morrow County,Mount Gilead,Ohio
Morrow County,Heppner,Oregon
Morton County,Elkhart,Kansas
Morton County,Mandan,North Dakota
Motley County,Matador,Texas
Moultrie County,Sullivan,Illinois
Mountrail County,Stanley,North Dakota
Mower County,Austin,Minnesota
Muhlenberg County,Greenville,Kentucky
Multnomah County,Portland,Oregon
Murray County,Chatsworth,Georgia
Murray County,Slayton,Minnesota
Murray County,Sulphur,Oklahoma
Muscatine County,Muscatine,Iowa
Muscogee County,Columbus,Georgia
Muskegon County,Muskegon,Michigan
Muskingum County,Zanesville,Ohio
Muskogee County,Muskogee,Oklahoma
Musselshell County,Roundup,Montana
Nacogdoches County,Nacogdoches,Texas
Nance County,Fullerton,Nebraska
Nantucket County,Nantucket,Massachusetts
Napa County,Napa,California
Nash County,Nashville,North Carolina
Nassau County,Fernandina Beach,Florida
Nassau County,Mineola,New York
Natchitoches Parish,Natchitoches,Louisiana
Natrona County,Casper,Wyoming
Navajo County,Holbrook,Arizona
Navarro County,Corsicana,Texas
Nelson County,Bardstown,Kentucky
Nelson County,Lakota,North Dakota
Nelson County,Lovingston,Virginia
Nemaha County,Seneca,Kansas
Nemaha County,Auburn,Nebraska
Neosho County,Erie,Kansas
Neshoba County,Philadelphia,Mississippi
Ness County,Ness City,Kansas
Nevada County,Prescott,Arkansas
Nevada County,Nevada City,California
New Castle County,Wilmington,Delaware
New Hanover County,Wilmington,North Carolina
New Haven County,New Haven,Connecticut
New Kent County,New Kent,Virginia
New London County,New London,Connecticut
New Madrid County,New Madrid,Missouri
New York County,Manhattan,New York
Newaygo County,White Cloud,Michigan
Newberry County,Newberry,South Carolina
Newport County,Newport,Rhode Island
Newton County,Jasper,Arkansas
Newton County,Covington,Georgia
Newton County,Kentland,Indiana
Newton County,Decatur,Mississippi
Newton County,Neosho,Missouri
Newton County,Newton,Texas
Nez Perce County,Lewiston,Idaho
Niagara County,Lockport,New York
Nicholas County,Carlisle,Kentucky
Nicholas County,Summersville,West Virginia
Nicollet County,St. Peter,Minnesota
Niobrara County,Lusk,Wyoming
Noble County,Albion,Indiana
Noble County,Caldwell,Ohio
Noble County,Perry,Oklahoma
Nobles County,Worthington,Minnesota
Nodaway County,Maryville,Missouri
Nolan County,Sweetwater,Texas
Norfolk County,Dedham,Massachusetts
Norman County,Ada,Minnesota
Northampton County,Jackson,North Carolina
Northampton County,Easton,Pennsylvania
Northampton County,Eastville,Virginia
Northumberland County,Sunbury,Pennsylvania
Northumberland County,Heathsville,Virginia
Norton County,Norton,Kansas
Nottoway County,Nottoway,Virginia
Nowata County,Nowata,Oklahoma
Noxubee County,Macon,Mississippi
Nuckolls County,Nelson,Nebraska
Nueces County,Corpus Christi,Texas
Nye County,Tonopah,Nevada
Oakland County,Pontiac,Michigan
Obion County,Union City,Tennessee
O'Brien County,Primghar,Iowa
Ocean County,Toms River,New Jersey
Oceana County,Hart,Michigan
Ochiltree County,Perryton,Texas
Oconee County,Watkinsville,Georgia
Oconee County,Walhalla,South Carolina
Oconto County,Oconto,Wisconsin
Ogemaw County,West Branch,Michigan
Oglala Lakota County,,South Dakota
Ogle County,Oregon,Illinois
Oglethorpe County,Lexington,Georgia
Ohio County,Rising Sun,Indiana
Ohio County,Hartford,Kentucky
Ohio County,Wheeling,West Virginia
Okaloosa County,Crestview,Florida
Okanogan County,Okanogan,Washington
Okeechobee County,Okeechobee,Florida
Okfuskee County,Okemah,Oklahoma
Oklahoma County,Oklahoma City,Oklahoma
Okmulgee County,Okmulgee,Oklahoma
Oktibbeha County,Starkville,Mississippi
Oldham County,La Grange,Kentucky
Oldham County,Vega,Texas
Oliver County,Center,North Dakota
Olmsted County,Rochester,Minnesota
Oneida County,Malad City,Idaho
Oneida County,Utica,New York
Oneida County,Rhinelander,Wisconsin
Onondaga County,Syracuse,New York
Onslow County,Jacksonville,North Carolina
Ontario County,Canandaigua,New York
Ontonagon County,Ontonagon,Michigan
Orange County,Santa Ana,California
Orange County,Orlando,Florida
Orange County,Paoli,Indiana
Orange County,Goshen,New York
Orange County,Hillsborough,North Carolina
Orange County,Orange,Texas
Orange County,Chelsea,Vermont
Orange County,Orange,Virginia
Orangeburg County,Orangeburg,South Carolina
Oregon County,Alton,Missouri
Orleans County,Albion,New York
Orleans County,Newport (city),Vermont
Orleans Parish,New Orleans,Louisiana
Osage County,Lyndon,Kansas
Osage County,Linn,Missouri
Osage County,Pawhuska,Oklahoma
Osborne County,Osborne,Kansas
Osceola County,Kissimmee,Florida
Osceola County,Sibley,Iowa
Osceola County,Reed City,Michigan
Oscoda County,Mio,Michigan
Oswego County,Oswego,New York
Otero County,La Junta,Colorado
Otero County,Alamogordo,New Mexico
Otoe County,Nebraska City,Nebraska
Otsego County,Gaylord,Michigan
Otsego County,Cooperstown,New York
Ottawa County,Minneapolis,Kansas
Ottawa County,Grand Haven,Michigan
Ottawa County,Port Clinton,Ohio
Ottawa County,Miami,Oklahoma
Otter Tail County,Fergus Falls,Minnesota
Ouachita County,Camden,Arkansas
Ouachita Parish,Monroe,Louisiana
Ouray County,Ouray,Colorado
Outagamie County,Appleton,Wisconsin
Overton County,Livingston,Tennessee
Owen County,Spencer,Indiana
Owen County,Owenton,Kentucky
Owsley County,Booneville,Kentucky
Owyhee County,Murphy,Idaho
Oxford County,Paris,Maine
Ozark County,Gainesville,Missouri
Ozaukee County,Port Washington,Wisconsin
Pacific County,South Bend,Washington
Page County,Clarinda,Iowa
Page County,Luray,Virginia
Palm Beach County,West Palm Beach,Florida
Palo Alto County,Emmetsburg,Iowa
Palo Pinto County,Palo Pinto,Texas
Pamlico County,Bayboro,North Carolina
Panola County,Batesville & Sardis,Mississippi
Panola County,Carthage,Texas
Park County,Fairplay,Colorado
Park County,Livingston,Montana
Park County,Cody,Wyoming
Parke County,Rockville,Indiana
Parker County,Weatherford,Texas
Parmer County,Farwell,Texas
Pasco County,Dade City,Florida
Pasquotank County,Elizabeth City,North Carolina
Passaic County,Paterson,New Jersey
Patrick County,Stuart,Virginia
Paulding County,Dallas,Georgia
Paulding County,Paulding,Ohio
Pawnee County,Larned,Kansas
Pawnee County,Pawnee City,Nebraska
Pawnee County,Pawnee,Oklahoma
Payette County,Payette,Idaho
Payne County,Stillwater,Oklahoma
Peach County,Fort Valley,Georgia
Pearl River County,Poplarville,Mississippi
Pecos County,Fort Stockton,Texas
Pembina County,Cavalier,North Dakota
Pemiscot County,Caruthersville,Missouri
Pend Oreille County,Newport,Washington
Pender County,Burgaw,North Carolina
Pendleton County,Falmouth,Kentucky
Pendleton County,Franklin,West Virginia
Pennington County,Thief River Falls,Minnesota
Pennington County,Rapid City,South Dakota
Penobscot County,Bangor,Maine
Peoria County,Peoria,Illinois
Pepin County,Durand,Wisconsin
Perkins County,Grant,Nebraska
Perkins County,Bison,South Dakota
Perquimans County,Hertford,North Carolina
Perry County,Marion,Alabama
Perry County,Perryville,Arkansas
Perry County,Pinckneyville,Illinois
Perry County,Tell City,Indiana
Perry County,Hazard,Kentucky
Perry County,New Augusta,Mississippi
Perry County,Perryville,Missouri
Perry County,New Lexington,Ohio
Perry County,New Bloomfield,Pennsylvania
Perry County,Linden,Tennessee
Pershing County,Lovelock,Nevada
Person County,Roxboro,North Carolina
Petroleum County,Winnett,Montana
Pettis County,Sedalia,Missouri
Phelps County,Rolla,Missouri
Phelps County,Holdrege,Nebraska
Philadelphia County,Philadelphia,Pennsylvania
Phillips County,Helena,Arkansas
Phillips County,Holyoke,Colorado
Phillips County,Phillipsburg,Kansas
Phillips County,Malta,Montana
Piatt County,Monticello,Illinois
Pickaway County,Circleville,Ohio
Pickens County,Carrollton,Alabama
Pickens County,Jasper,Georgia
Pickens County,Pickens,South Carolina
Pickett County,Byrdstown,Tennessee
Pierce County,Blackshear,Georgia
Pierce County,Pierce,Nebraska
Pierce County,Rugby,North Dakota
Pierce County,Tacoma,Washington
Pierce County,Ellsworth,Wisconsin
Pike County,Troy,Alabama
Pike County,Murfreesboro,Arkansas
Pike County,Zebulon,Georgia
Pike County,Pittsfield,Illinois
Pike County,Petersburg,Indiana
Pike County,Pikeville,Kentucky
Pike County,Magnolia,Mississippi
Pike County,Bowling Green,Missouri
Pike County,Waverly,Ohio
Pike County,Milford,Pennsylvania
Pima County,Tucson,Arizona
Pinal County,Florence,Arizona
Pine County,Pine City,Minnesota
Pinellas County,Clearwater,Florida
Pipestone County,Pipestone,Minnesota
Piscataquis County,Dover-Foxcroft,Maine
Pitkin County,Aspen,Colorado
Pitt County,Greenville,North Carolina
Pittsburg County,McAlester,Oklahoma
Pittsylvania County,Chatham,Virginia
Piute County,Junction,Utah
Placer County,Auburn,California
Plaquemines Parish,Pointe a la Hache,Louisiana
Platte County,Platte City,Missouri
Platte County,Columbus,Nebraska
Platte County,Wheatland,Wyoming
Pleasants County,Saint Marys,West Virginia
Plumas County,Quincy,California
Plymouth County,Le Mars,Iowa
Plymouth County,Plymouth & Brockton,Massachusetts
Pocahontas County,Pocahontas,Iowa
Pocahontas County,Marlinton,West Virginia
Poinsett County,Harrisburg,Arkansas
Pointe Coupee Parish,New Roads,Louisiana
Polk County,Mena,Arkansas
Polk County,Bartow,Florida
Polk County,Cedartown,Georgia
Polk County,Des Moines,Iowa
Polk County,Crookston,Minnesota
Polk County,Bolivar,Missouri
Polk County,Osceola,Nebraska
Polk County,Columbus,North Carolina
Polk County,Dallas,Oregon
Polk County,Benton,Tennessee
Polk County,Livingston,Texas
Polk County,Balsam Lake,Wisconsin
Pondera County,Conrad,Montana
Pontotoc County,Pontotoc,Mississippi
Pontotoc County,Ada,Oklahoma
Pope County,Russellville,Arkansas
Pope County,Golconda,Illinois
Pope County,Glenwood,Minnesota
Portage County,Ravenna,Ohio
Portage County,Stevens Point,Wisconsin
Porter County,Valparaiso,Indiana
Posey County,Mount Vernon,Indiana
Pottawatomie County,Westmoreland,Kansas
Pottawatomie County,Shawnee,Oklahoma
Pottawattamie County,Council Bluffs,Iowa
Potter County,Coudersport,Pennsylvania
Potter County,Gettysburg,South Dakota
Potter County,Amarillo,Texas
Powder River County,Broadus,Montana
Powell County,Stanton,Kentucky
Powell County,Deer Lodge,Montana
Power County,American Falls,Idaho
Poweshiek County,Montezuma,Iowa
Powhatan County,Powhatan,Virginia
Prairie County,Des Arc & DeValls Bluff,Arkansas
Prairie County,Terry,Montana
Pratt County,Pratt,Kansas
Preble County,Eaton,Ohio
Prentiss County,Booneville,Mississippi
Presidio County,Marfa,Texas
Presque Isle County,Rogers City,Michigan
Preston County,Kingwood,West Virginia
Price County,Phillips,Wisconsin
Prince Edward County,Farmville,Virginia
Prince George County,Prince George,Virginia
Prince George's County,Upper Marlboro,Maryland
Prince William County,Manassas,Virginia
Providence County,Providence,Rhode Island
Prowers County,Lamar,Colorado
Pueblo County,Pueblo,Colorado
Pulaski County,Little Rock,Arkansas
Pulaski County,Hawkinsville,Georgia
Pulaski County,Mound City,Illinois
Pulaski County,Winamac,Indiana
Pulaski County,Somerset,Kentucky
Pulaski County,Waynesville,Missouri
Pulaski County,Pulaski,Virginia
Pushmataha County,Antlers,Oklahoma
Putnam County,Palatka,Florida
Putnam County,Eatonton,Georgia
Putnam County,Hennepin,Illinois
Putnam County,Greencastle,Indiana
Putnam County,Unionville,Missouri
Putnam County,Carmel,New York
Putnam County,Ottawa,Ohio
Putnam County,Cookeville,Tennessee
Putnam County,Winfield,West Virginia
Quay County,Tucumcari,New Mexico
Queen Anne's County,Centreville,Maryland
Queens County,Queens,New York
Quitman County,Georgetown,Georgia
Quitman County,Marks,Mississippi
Rabun County,Clayton,Georgia
Racine County,Racine,Wisconsin
Rains County,Emory,Texas
Raleigh County,Beckley,West Virginia
Ralls County,New London,Missouri
Ramsey County,Saint Paul,Minnesota
Ramsey County,Devils Lake,North Dakota
Randall County,Canyon,Texas
Randolph County,Wedowee,Alabama
Randolph County,Pocahontas,Arkansas
Randolph County,Cuthbert,Georgia
Randolph County,Chester,Illinois
Randolph County,Winchester,Indiana
Randolph County,Huntsville,Missouri
Randolph County,Asheboro,North Carolina
Randolph County,Elkins,West Virginia
Rankin County,Brandon,Mississippi
Ransom County,Lisbon,North Dakota
Rapides Parish,Alexandria,Louisiana
Rappahannock County,Washington,Virginia
Ravalli County,Hamilton,Montana
Rawlins County,Atwood,Kansas
Ray County,Richmond,Missouri
Reagan County,Big Lake,Texas
Real County,Leakey,Texas
Red Lake County,Red Lake Falls,Minnesota
Red River County,Clarksville,Texas
Red River Parish,Coushatta,Louisiana
Red Willow County,McCook,Nebraska
Redwood County,Redwood Falls,Minnesota
Reeves County,Pecos,Texas
Refugio County,Refugio,Texas
Reno County,Hutchinson,Kansas
Rensselaer County,Troy,New York
Renville County,Olivia,Minnesota
Renville County,Mohall,North Dakota
Republic County,Belleville,Kansas
Reynolds County,Centerville,Missouri
Rhea County,Dayton,Tennessee
Rice County,Lyons,Kansas
Rice County,Faribault,Minnesota
Rich County,Randolph,Utah
Richardson County,Falls City,Nebraska
Richland County,Olney,Illinois
Richland County,Sidney,Montana
Richland County,Wahpeton,North Dakota
Richland County,Mansfield,Ohio
Richland County,Columbia,South Carolina
Richland County,Richland Center,Wisconsin
Richland Parish,Rayville,Louisiana
Richmond County,Augusta,Georgia
Richmond County,Staten Island,New York
Richmond County,Rockingham,North Carolina
Richmond County,Warsaw,Virginia
Riley County,Manhattan,Kansas
Ringgold County,Mount Ayr,Iowa
Rio Arriba County,Tierra Amarilla,New Mexico
Rio Blanco County,Meeker,Colorado
Rio Grande County,Del Norte,Colorado
Ripley County,Versailles,Indiana
Ripley County,Doniphan,Missouri
Ritchie County,Harrisville,West Virginia
Riverside County,Riverside,California
Roane County,Kingston,Tennessee
Roane County,Spencer,West Virginia
Roanoke County,Salem,Virginia
Roberts County,Sisseton,South Dakota
Roberts County,Miami,Texas
Robertson County,Mount Olivet,Kentucky
Robertson County,Springfield,Tennessee
Robertson County,Franklin,Texas
Robeson County,Lumberton,North Carolina
Rock County,Luverne,Minnesota
Rock County,Bassett,Nebraska
Rock County,Janesville,Wisconsin
Rock Island County,Rock Island,Illinois
Rockbridge County,Lexington,Virginia
Rockcastle County,Mount Vernon,Kentucky
Rockdale County,Conyers,Georgia
Rockingham County,Wentworth,North Carolina
Rockingham County,Harrisonburg,Virginia
Rockland County,New City,New York
Rockwall County,Rockwall,Texas
Roger Mills County,Cheyenne,Oklahoma
Rogers County,Claremore,Oklahoma
Rolette County,Rolla,North Dakota
Rooks County,Stockton,Kansas
Roosevelt County,Wolf Point,Montana
Roosevelt County,Portales,New Mexico
Roscommon County,Roscommon,Michigan
Roseau County,Roseau,Minnesota
Rosebud County,Forsyth,Montana
Ross County,Chillicothe,Ohio
Routt County,Steamboat Springs,Colorado
Rowan County,Morehead,Kentucky
Rowan County,Salisbury,North Carolina
Runnels County,Ballinger,Texas
Rush County,Rushville,Indiana
Rush County,La Crosse,Kansas
Rusk County,Henderson,Texas
Rusk County,Ladysmith,Wisconsin
Russell County,Phenix City,Alabama
Russell County,Russell,Kansas
Russell County,Jamestown,Kentucky
Russell County,Lebanon,Virginia
Rutherford County,Rutherfordton,North Carolina
Rutherford County,Murfreesboro,Tennessee
Rutland County,Rutland (city),Vermont
Sabine County,Hemphill,Texas
Sabine Parish,Many,Louisiana
Sac County,Sac City,Iowa
Sacramento County,Sacramento,California
Sagadahoc County,Bath,Maine
Saginaw County,Saginaw,Michigan
Saguache County,Saguache,Colorado
Saint Bernard Parish,Chalmette,Louisiana
Saint Charles County,Saint Charles,Missouri
Saint Charles Parish,Hahnville,Louisiana
Saint Clair County,Osceola,Missouri
Saint Francois County,Farmington,Missouri
Saint Helena Parish,Greensburg,Louisiana
Saint James Parish,Convent,Louisiana
Saint John the Baptist Parish,Edgard,Louisiana
Saint Landry Parish,Opelousas,Louisiana
Saint Louis City,St. Louis,Missouri
Saint Louis County,Duluth,Minnesota
Saint Louis County,Clayton,Missouri
Saint Martin Parish,Saint Martinville,Louisiana
Saint Mary Parish,Franklin,Louisiana
Saint Mary's County,Leonardtown,Maryland
Saint Tammany Parish,Covington,Louisiana
Salem County,Salem,New Jersey
Saline County,Benton,Arkansas
Saline County,Harrisburg,Illinois
Saline County,Salina,Kansas
Saline County,Marshall,Missouri
Saline County,Wilber,Nebraska
Salt Lake County,Salt Lake City,Utah
Saluda County,Saluda,South Carolina
Sampson County,Clinton,North Carolina
San Augustine County,San Augustine,Texas
San Benito County,Hollister,California
San Bernardino County,San Bernardino,California
San Diego County,San Diego,California
San Jacinto County,Coldspring,Texas
San Joaquin County,Stockton,California
San Juan County,Silverton,Colorado
San Juan County,Aztec,New Mexico
San Juan County,Monticello,Utah
San Juan County,Friday Harbor,Washington
San Luis Obispo County,San Luis Obispo,California
San Mateo County,Redwood City,California
San Miguel County,Telluride,Colorado
San Miguel County,Las Vegas,New Mexico
San Patricio County,Sinton,Texas
San Saba County,San Saba,Texas
Sanborn County,Woonsocket,South Dakota
Sanders County,Thompson Falls,Montana
Sandoval County,Bernalillo,New Mexico
Sandusky County,Fremont,Ohio
Sangamon County,Springfield,Illinois
Sanilac County,Sandusky,Michigan
Sanpete County,Manti,Utah
Santa Barbara County,Santa Barbara,California
Santa Clara County,San Jose,California
Santa Cruz County,Nogales,Arizona
Santa Cruz County,Santa Cruz,California
Santa Fe County,Santa Fe,New Mexico
Santa Rosa County,Milton,Florida
Sarasota County,Sarasota,Florida
Saratoga County,Ballston Spa,New York
Sargent County,Forman,North Dakota
Sarpy County,Papillion,Nebraska
Sauk County,Baraboo,Wisconsin
Saunders County,Wahoo,Nebraska
